x1,y1,z1,x2,y2,z2,x_slice,y_slice,depth_slice,z,c_z
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.048640,13.729085,-998.770603,-697.125300,1502.756332
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.051084,13.915508,-998.770603,-707.228566,1502.756332
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.053527,14.101932,-995.254022,-717.331831,1502.756332
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.055971,14.288356,-995.254022,-727.435096,1504.066907
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.058415,14.474779,-995.254022,-737.538361,1504.066907
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.060858,14.661203,-995.254022,-747.641627,1504.066907
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.063302,14.847627,-995.254022,-757.744892,1504.066907
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.065746,15.034050,-996.859841,-767.848157,1504.066907
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.068189,15.220474,-996.859841,-777.951422,1505.540702
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.070633,15.406898,-996.859841,-788.054687,1505.540702
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.073077,15.593322,-996.859841,-798.157953,1505.540702
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.075520,15.779745,-996.859841,-808.261218,1505.540702
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.077964,15.966169,-996.859841,-818.364483,1505.540702
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.080408,16.152593,-998.952911,-828.467748,1507.148129
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.082851,16.339016,-998.952911,-838.571014,1507.148129
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.085295,16.525440,-998.952911,-848.674279,1507.148129
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.087739,16.711864,-998.952911,-858.777544,1507.148129
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.090182,16.898287,-998.952911,-868.880809,1507.148129
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.092626,17.084711,-999.464673,-878.984074,1508.864966
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.095070,17.271135,-999.464673,-889.087340,1508.864966
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.097513,17.457559,-999.464673,-899.190605,1508.864966
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.099957,17.643982,-999.464673,-909.293870,1508.864966
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.102401,17.830406,-999.464673,-919.397135,1508.864966
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.104844,18.016830,-998.389031,-929.500401,1510.671379
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.107288,18.203253,-998.389031,-939.603666,1510.671379
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.109732,18.389677,-998.389031,-949.706931,1510.671379
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.112175,18.576101,-998.389031,-959.810196,1510.671379
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.114619,18.762524,-998.389031,-969.913461,1510.671379
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.117063,18.948948,-998.389031,-980.016727,1512.551132
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.119506,19.135372,-997.488615,-990.119992,1512.551132
0.122417,0.679426,-50.000000,-0.121950,19.321796,-50.031984,-0.121950,19.321796,-997.488615,-1000.223257,1512.551132
